Type,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,Control,Control,Control,Control,Control,Control,Control,BreastC,BreastC,HepatocelularC,BreastC,BreastC,ColonC,GallbladderC
Sample_id,KS0001,KS0002,KS0003,KS0004,KS0005,KS0007_scarce,KS0008_scarce,KS0009,KS0010,KS0011,KS0012,KS0013,KS0014,KS0016_Lowqual,KS0017_Lowqual,KS0019,KS0021,KS0022,KS0023,KS0024,KS0025,KS0026,KS0027,KS0028,KS0029
hsa-miR-6771-5p,31,26,149,32,14,0,0,15,16,4,20,0,9,0,3,25,2,7,16,1,9,21,4,5,14
hsa-miR-6771-3p,105,296,161,307,67,0,0,18,67,3,126,1,78,24,4,33,46,53,21,8,17,87,106,26,6
hsa-miR-6772-5p,1,2,0,3,3,0,1,0,4,1,0,0,0,0,0,4,0,4,0,0,2,0,1,0,0
hsa-miR-6772-3p,1,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,2,2,0,0,0,2,0,0
hsa-miR-6773-5p,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-6773-3p,1,0,10,11,0,0,0,4,0,1,11,0,0,0,0,1,0,0,0,1,0,3,0,8,0
hsa-miR-6774-5p,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,1,0,0
hsa-miR-6774-3p,1,0,13,4,2,0,0,0,0,0,7,1,0,0,0,0,0,0,1,1,0,0,1,0,0
hsa-miR-6775-5p,6,4,9,16,5,0,0,1,3,0,6,1,0,0,3,2,2,3,1,0,2,10,3,14,7
hsa-miR-6775-3p,4,0,0,6,8,1,0,0,4,0,5,0,0,0,0,0,0,0,1,0,3,4,0,7,0
hsa-miR-6776-5p,1,2,3,7,4,0,0,0,2,0,4,1,3,0,0,0,5,0,2,0,2,3,2,9,9
hsa-miR-6776-3p,0,2,0,2,3,0,0,2,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,1,0
hsa-miR-6777-5p,6,15,84,24,6,0,0,6,0,0,12,0,10,0,0,2,3,11,11,0,7,6,14,4,7
hsa-miR-6777-3p,0,0,0,4,0,0,0,0,3,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,7
hsa-miR-6778-5p,2,0,0,4,0,0,0,0,1,0,14,0,3,0,0,1,0,0,2,0,0,0,0,5,0
hsa-miR-6778-3p,0,7,36,1,0,0,0,3,10,0,0,1,0,0,0,0,16,0,0,0,0,0,9,2,1
hsa-miR-6779-5p,24,50,22,85,2,0,0,19,8,3,17,0,20,5,0,6,7,8,5,1,12,29,11,2,10
hsa-miR-6779-3p,0,5,1,0,1,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,4,1,5,0
hsa-miR-6780a-5p,34,9,21,74,17,1,0,0,14,0,24,1,11,0,1,0,4,24,7,5,14,5,10,45,21
hsa-miR-6780a-3p,0,7,11,3,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,1,0,4,0,0
hsa-miR-6781-5p,3,0,12,11,2,0,0,0,2,0,14,0,0,0,0,1,0,2,0,0,0,0,4,0,4
hsa-miR-6781-3p,0,0,0,1,1,0,0,0,1,1,8,0,5,0,0,2,3,0,0,0,0,0,0,4,0
hsa-miR-6782-5p,5,2,10,17,2,0,0,0,0,0,10,0,0,0,1,2,0,2,0,0,0,0,5,18,0
hsa-miR-6782-3p,8,5,6,11,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,1,7,3,0,3
hsa-miR-6783-5p,1,12,2,17,0,0,0,0,1,0,15,1,4,0,1,0,1,8,2,1,9,3,1,7,0
hsa-miR-6783-3p,7,14,97,30,17,0,1,5,6,0,41,0,8,7,1,7,6,12,17,0,14,12,14,17,8
hsa-miR-6784-5p,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0
hsa-miR-6784-3p,0,4,21,0,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0
hsa-miR-6785-5p,11,12,7,39,28,0,3,22,1,1,8,1,6,6,1,0,4,5,6,3,7,1,14,45,18
hsa-miR-6785-3p,22,12,4,20,4,4,4,14,6,5,26,2,9,0,0,1,2,4,2,2,14,4,22,8,18
hsa-miR-6786-5p,27,70,43,155,57,1,1,5,20,0,95,1,13,12,5,9,12,15,30,0,23,28,19,48,22
hsa-miR-6786-3p,9,10,15,79,17,0,0,18,5,4,14,11,2,3,1,7,14,0,4,3,8,0,13,22,44
hsa-miR-6787-5p,5,4,8,5,4,0,0,3,5,0,7,0,0,0,0,1,1,4,4,0,4,4,6,18,8
hsa-miR-6787-3p,0,1,1,1,2,0,0,0,0,1,8,1,0,0,1,1,3,1,0,0,0,1,0,6,0
hsa-miR-6788-5p,10,5,12,16,6,0,0,6,1,0,0,1,0,0,1,3,2,8,9,1,1,8,4,14,2
hsa-miR-6788-3p,0,6,10,5,2,0,0,1,0,0,12,2,6,4,0,1,6,3,7,6,2,2,5,11,16
hsa-miR-6789-5p,18,31,63,47,10,0,0,2,3,0,16,0,8,0,2,5,13,15,10,1,4,11,13,54,19
hsa-miR-6789-3p,6,6,4,24,6,0,1,5,1,0,3,0,1,0,0,1,6,4,0,0,4,7,7,5,5
hsa-miR-6790-5p,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,3,0,7
hsa-miR-6790-3p,6,4,375,12,0,0,0,6,4,3,11,2,0,0,0,0,0,0,0,0,1,0,5,7,7
hsa-miR-6791-5p,26,33,105,119,29,1,0,36,16,1,53,0,18,7,3,6,5,22,17,5,23,79,47,112,12
hsa-miR-6791-3p,6,9,5,15,1,0,0,1,0,0,0,1,0,0,0,1,2,4,1,1,16,2,3,2,0
hsa-miR-6792-5p,6,3,7,8,6,0,0,0,0,0,6,1,3,0,0,0,2,0,0,1,2,0,0,15,0
hsa-miR-6792-3p,3,4,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0
hsa-miR-6793-5p,16,28,64,65,12,0,0,3,11,0,36,0,15,0,2,1,9,8,14,0,9,26,28,92,28
hsa-miR-6793-3p,2,0,3,8,0,0,0,0,1,0,13,0,2,0,0,3,2,0,0,1,3,0,0,0,0
hsa-miR-6794-5p,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-6794-3p,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,1,0,0
hsa-miR-6795-5p,0,0,0,8,4,0,1,0,0,0,0,0,3,1,0,0,2,3,0,0,0,0,0,8,0
hsa-miR-6795-3p,1,0,184,39,0,0,0,3,3,0,0,2,0,0,0,0,0,0,7,0,1,0,4,8,2
hsa-miR-6796-5p,0,6,20,9,1,0,1,0,0,0,5,0,0,0,0,0,1,5,0,1,1,1,3,0,5
hsa-miR-6796-3p,6,5,19,4,5,0,0,0,2,0,29,0,2,0,2,5,11,4,1,0,3,2,6,34,9
hsa-miR-6797-5p,8,13,291,24,7,0,0,3,3,0,22,1,7,0,1,3,5,6,1,0,9,2,6,19,0
hsa-miR-6797-3p,49,82,37,222,38,3,5,25,34,12,94,2,32,1,2,26,5,32,12,2,23,25,58,56,16
hsa-miR-6798-5p,10,25,25,81,21,1,2,11,11,1,41,0,14,0,0,4,5,31,6,2,12,10,48,52,10
hsa-miR-6798-3p,58,77,17,51,22,2,0,14,19,4,24,0,23,0,0,16,9,12,26,8,4,24,26,46,0
hsa-miR-6799-5p,2,0,1,1,0,0,0,5,4,3,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1
hsa-miR-6799-3p,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
hsa-miR-6800-5p,1,2,0,3,8,0,0,0,0,1,7,0,2,0,0,2,3,1,6,0,3,5,14,1,0
hsa-miR-6800-3p,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,1,0,0,3,0,0,0,0,0,0
hsa-miR-6801-5p,2,1,26,7,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,2,0,5,5,0
hsa-miR-6801-3p,2,1,0,8,0,0,1,0,6,0,3,0,0,0,0,0,5,0,0,0,8,0,2,0,5
hsa-miR-6802-5p,29,48,26,116,20,0,0,17,17,2,58,4,17,4,2,6,15,18,14,5,19,17,26,85,23
hsa-miR-6802-3p,14,16,16,14,15,0,0,9,7,2,21,2,11,5,0,1,6,12,6,7,14,7,23,29,76
hsa-miR-6803-5p,11,32,3,35,18,1,0,16,7,2,28,0,7,0,0,3,0,5,15,1,5,15,6,24,0
hsa-miR-6803-3p,26,25,3,79,17,0,0,3,10,0,39,4,6,0,3,18,17,32,35,2,22,18,17,12,5
hsa-miR-6804-5p,0,0,3,9,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-6804-3p,1,2,20,14,15,1,3,11,9,0,70,1,10,0,0,2,12,18,12,0,4,8,2,77,16
hsa-miR-6805-5p,9,6,12,32,5,0,0,14,2,3,51,0,2,0,1,3,1,4,14,1,5,1,12,12,0
hsa-miR-6805-3p,2,5,7,1,8,0,0,6,4,0,12,0,2,0,0,0,1,0,4,1,9,9,7,14,15
hsa-miR-6806-5p,2,0,0,5,4,0,0,0,1,0,12,3,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-6806-3p,1,4,0,0,0,0,0,0,1,0,11,1,0,0,3,0,1,0,3,1,1,3,0,0,3
hsa-miR-6807-5p,19,41,22,32,10,0,0,0,1,1,5,0,5,0,0,2,7,5,4,0,12,1,1,15,0
hsa-miR-6807-3p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0
hsa-miR-6808-5p,0,2,38,16,5,0,0,0,2,0,8,2,0,0,0,1,0,1,0,0,5,0,2,20,0
hsa-miR-6808-3p,1,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0
hsa-miR-6809-5p,13,42,35,47,20,0,1,5,18,0,11,3,3,0,5,6,7,10,10,3,6,21,18,23,3
hsa-miR-6809-3p,7,11,12,32,7,0,0,0,10,0,3,2,1,0,1,1,2,2,0,0,3,0,6,6,5
hsa-miR-6810-5p,21,3,10,40,12,0,0,2,4,1,7,0,2,0,1,7,4,4,5,2,5,11,13,8,0
hsa-miR-6810-3p,1,3,2,5,1,0,0,0,0,0,3,0,1,0,0,5,6,2,2,1,2,4,1,4,0
hsa-miR-6811-5p,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6811-3p,0,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
hsa-miR-6812-5p,9,15,21,41,8,0,0,13,6,0,4,4,3,0,0,6,6,2,3,2,4,6,9,44,5
hsa-miR-6812-3p,0,5,19,7,0,0,0,0,2,0,2,0,1,0,0,5,1,3,4,0,4,3,8,25,8
hsa-miR-6813-5p,60,154,55,174,27,0,1,6,39,1,40,1,54,17,2,29,28,58,41,7,37,20,67,46,19
hsa-miR-6813-3p,5,7,17,11,1,0,1,6,0,0,3,0,9,0,1,0,1,0,4,0,0,0,0,11,0
hsa-miR-6814-5p,0,0,17,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-6814-3p,2,0,0,4,0,0,0,0,0,1,1,4,3,0,0,2,0,0,0,0,2,2,1,9,6
hsa-miR-6815-5p,40,16,52,67,77,1,0,17,9,1,184,8,12,0,9,9,7,8,54,11,42,14,23,43,52
hsa-miR-6815-3p,23,9,34,22,28,0,1,14,0,2,22,2,2,1,1,0,15,11,0,5,10,5,10,39,20
hsa-miR-6816-5p,0,0,1,5,0,0,0,7,0,0,0,0,0,0,1,1,1,1,2,0,0,4,7,5,0
hsa-miR-6816-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6817-5p,0,3,28,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,0,0,0
hsa-miR-6817-3p,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0
hsa-miR-6818-5p,95,145,26,218,42,0,0,21,24,1,49,2,13,8,4,17,11,60,12,15,38,44,26,33,2
hsa-miR-6818-3p,2,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
hsa-miR-6819-5p,18,26,55,60,9,0,0,3,3,0,10,0,6,0,1,5,3,6,1,2,10,9,7,9,0
hsa-miR-6819-3p,3,1,0,7,0,0,0,2,1,0,0,0,2,0,0,0,0,3,5,0,7,0,3,1,0
hsa-miR-6820-5p,5,1,6,0,5,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,4
hsa-miR-6820-3p,44,66,97,217,13,0,0,13,13,3,30,0,26,3,2,28,7,28,13,7,11,26,26,10,1
hsa-miR-6821-5p,4,3,12,14,6,0,1,0,10,0,20,0,2,0,0,1,0,5,8,0,16,0,6,29,20
hsa-miR-6821-3p,0,0,22,4,4,1,0,0,3,1,8,1,0,0,0,0,7,0,0,1,0,1,4,17,0
hsa-miR-6822-5p,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0
hsa-miR-6822-3p,0,1,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,4,8
hsa-miR-6823-5p,27,90,24,107,12,0,2,9,5,0,18,2,7,0,4,12,3,6,0,2,4,5,17,11,23
hsa-miR-6823-3p,5,6,31,44,8,0,2,11,5,1,41,0,0,7,1,3,8,4,1,0,0,17,14,20,12
hsa-miR-6824-5p,4,6,2,3,1,0,0,2,0,0,19,0,0,0,0,3,1,2,0,0,2,8,9,4,0
hsa-miR-6824-3p,3,0,17,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,17,0
hsa-miR-6825-5p,6,4,6,15,3,0,0,2,4,0,0,3,1,0,6,8,0,0,1,2,2,4,1,10,0
hsa-miR-6825-3p,0,1,7,0,1,0,0,0,0,0,2,2,4,0,0,1,2,0,0,0,0,0,6,10,0
hsa-miR-6826-5p,10,88,14,24,2,0,0,1,5,1,57,1,8,7,2,2,1,4,7,7,3,11,25,16,10
hsa-miR-6826-3p,17,3,25,21,15,1,0,7,4,0,15,0,5,0,0,2,9,3,2,3,10,5,16,4,11
hsa-miR-6827-5p,2,14,9,31,2,0,0,0,10,0,10,0,4,0,0,6,0,7,12,0,7,4,5,2,11
hsa-miR-6827-3p,4,4,0,8,0,0,0,0,0,0,28,0,8,0,0,3,0,4,0,0,0,0,2,0,2
hsa-miR-6828-5p,0,2,11,3,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,3,0,0
hsa-miR-6828-3p,1,1,2,0,1,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,2,11,1
hsa-miR-6829-5p,3,0,0,3,0,0,0,7,2,0,0,1,4,0,0,0,1,0,0,0,2,0,2,0,0
hsa-miR-6829-3p,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0
hsa-miR-6830-5p,5,4,0,0,1,0,0,0,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-6830-3p,13,46,14,66,24,0,0,0,8,0,7,0,2,0,0,13,5,3,0,1,1,14,17,14,2
hsa-miR-6831-5p,4,2,31,18,1,0,0,3,2,0,11,0,3,0,0,0,1,0,1,0,1,11,3,27,0
hsa-miR-6831-3p,0,2,28,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,5,0
hsa-miR-6832-5p,27,26,22,22,9,0,0,9,12,0,5,0,10,0,1,10,4,17,19,5,11,6,10,5,11
hsa-miR-6832-3p,19,11,15,38,23,0,1,12,2,0,10,1,0,7,3,13,16,4,9,3,2,7,23,39,6
hsa-miR-6833-5p,12,15,13,32,7,0,0,5,2,2,18,2,0,0,4,2,2,8,8,1,3,5,10,7,0
hsa-miR-6833-3p,3,5,12,9,3,0,0,0,0,0,18,0,4,0,0,1,0,5,3,0,4,0,8,6,6
hsa-miR-6834-5p,0,1,107,0,4,0,0,3,0,0,9,1,0,10,0,0,0,0,0,0,0,4,0,6,0
hsa-miR-6834-3p,1,0,0,12,0,0,0,0,0,0,11,0,1,0,0,0,3,0,4,0,0,4,0,0,0
hsa-miR-6835-5p,2,1,9,6,1,0,0,0,1,0,15,1,5,0,0,1,4,1,5,0,0,0,1,1,0
hsa-miR-6835-3p,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-6780b-5p,7,8,2,18,8,0,2,3,3,1,16,4,5,1,0,8,6,5,6,2,12,6,8,16,3
hsa-miR-6780b-3p,22,25,30,95,57,0,0,17,21,4,59,9,12,0,8,6,32,9,33,9,11,13,41,83,22
hsa-miR-6836-5p,6,28,1,70,15,0,0,0,10,1,31,2,13,0,1,1,7,10,2,0,11,17,18,75,12
hsa-miR-6836-3p,30,102,99,163,33,2,5,32,33,10,78,3,41,2,7,11,8,28,24,5,33,87,57,126,43
hsa-miR-6837-5p,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,4,0
hsa-miR-6837-3p,0,0,0,0,3,0,0,0,1,0,6,0,4,0,0,3,5,0,0,0,0,10,1,7,5
hsa-miR-6838-5p,1,5,0,0,10,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,3,0,2,0,0
hsa-miR-6838-3p,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-6839-5p,3,4,0,9,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12
hsa-miR-6839-3p,0,2,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
hsa-miR-6840-5p,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6840-3p,1,0,10,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0
hsa-miR-6841-5p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
hsa-miR-6841-3p,2,0,13,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0
hsa-miR-6842-5p,45,74,9,134,25,1,0,4,26,0,43,0,26,2,0,20,15,17,25,6,23,34,35,39,5
hsa-miR-6842-3p,9,5,19,7,5,0,0,0,1,0,6,2,4,0,0,3,5,2,4,2,0,5,1,7,0
hsa-miR-6843-3p,0,0,0,9,0,0,0,0,2,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0
hsa-miR-6844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6845-5p,0,1,12,1,0,0,0,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,1,0,0
hsa-miR-6845-3p,1,0,25,12,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,6,0
hsa-miR-6846-5p,4,10,4,4,5,0,0,17,2,1,17,0,0,2,0,2,0,2,3,0,2,3,0,6,0
hsa-miR-6846-3p,10,8,20,24,11,0,1,0,3,1,7,2,0,0,1,0,2,1,3,1,3,0,8,12,5
hsa-miR-6847-5p,13,15,9,7,7,0,0,8,5,0,0,0,4,2,4,0,10,3,2,5,1,2,3,25,7
hsa-miR-6847-3p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0
hsa-miR-6848-5p,1,0,3,14,1,0,0,0,0,0,8,0,0,0,1,2,2,0,0,1,6,0,3,8,0
hsa-miR-6848-3p,5,3,18,23,4,0,0,3,0,2,17,0,0,0,0,1,4,2,1,0,1,8,0,15,0
hsa-miR-6849-5p,4,7,0,12,6,0,0,3,2,0,6,1,0,0,0,2,2,0,2,0,3,5,4,0,0
hsa-miR-6849-3p,0,2,21,6,0,0,0,3,0,1,4,0,0,0,0,0,4,0,2,0,0,0,3,0,0
hsa-miR-6850-5p,3,5,19,12,11,0,0,0,1,0,16,0,3,0,0,0,4,0,2,0,10,6,3,15,7
hsa-miR-6850-3p,0,5,0,0,2,0,0,10,0,0,6,1,0,0,0,0,0,0,0,1,0,2,2,3,0
hsa-miR-6851-5p,0,3,0,2,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
hsa-miR-6851-3p,3,0,6,7,0,0,0,0,0,0,10,0,0,0,0,1,1,2,0,0,2,0,0,0,0
hsa-miR-6852-5p,636,1325,296,1142,149,3,0,99,305,11,437,3,195,108,55,248,179,633,185,74,181,203,265,235,62
hsa-miR-6852-3p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6853-5p,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-6853-3p,2,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0
hsa-miR-6854-5p,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-6854-3p,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0
hsa-miR-6855-5p,14,21,10,38,6,0,0,0,5,0,7,0,11,0,3,3,6,3,10,6,11,10,15,22,0
hsa-miR-6855-3p,1,4,183,9,15,1,0,0,7,1,4,1,0,0,2,0,1,1,13,0,0,0,3,0,0
hsa-miR-6856-5p,0,7,15,11,3,0,0,12,1,0,15,2,0,0,0,2,4,0,1,2,5,3,17,15,6
hsa-miR-6856-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
hsa-miR-6857-5p,1,6,1,5,6,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,1
hsa-miR-6857-3p,9,8,0,6,8,0,0,0,0,1,11,1,0,0,1,1,4,0,6,0,11,1,8,5,2
hsa-miR-6858-5p,3,15,5,16,4,0,0,9,2,0,12,0,1,0,5,0,0,5,4,0,1,2,12,17,0
hsa-miR-6858-3p,0,5,9,2,0,0,0,0,2,0,6,0,0,0,2,6,3,0,0,0,2,0,4,12,0
hsa-miR-6859-5p,25,56,7,50,14,0,1,0,2,0,54,2,5,0,0,10,11,17,20,4,10,13,12,5,7
hsa-miR-6859-3p,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
hsa-miR-6769b-5p,13,9,0,44,11,0,0,7,3,0,37,3,9,0,0,6,3,18,6,1,3,3,18,18,3
hsa-miR-6769b-3p,0,1,0,22,1,0,1,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0
hsa-miR-6860,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,3,6,10
hsa-miR-6861-5p,13,65,36,44,19,0,1,10,10,2,31,0,17,0,0,8,6,12,6,0,10,30,21,11,0
hsa-miR-6861-3p,0,0,0,14,3,0,0,0,0,1,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-6862-5p,6,30,24,24,6,0,0,10,2,0,13,1,4,0,4,8,1,6,1,3,3,3,9,6,0
hsa-miR-6862-3p,1,0,0,11,4,0,0,0,0,0,9,0,8,0,1,2,2,2,1,2,0,0,1,6,0
hsa-miR-6863,1,2,3,0,3,0,1,0,0,1,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0
hsa-miR-6864-5p,10,12,2,20,1,0,3,2,0,0,0,0,1,0,0,4,0,11,2,2,0,4,2,0,0
hsa-miR-6864-3p,2,2,7,1,5,0,0,2,0,1,0,0,3,0,0,1,4,0,2,1,0,0,0,0,0
hsa-miR-6865-5p,2,16,10,19,5,0,0,0,1,0,3,1,2,0,1,0,2,2,3,0,5,1,9,1,0
hsa-miR-6865-3p,7,3,47,25,8,1,4,7,0,0,11,0,3,0,1,2,4,6,4,0,2,0,6,37,3
hsa-miR-6866-5p,40,53,12,59,25,2,2,7,5,0,4,0,9,0,2,9,9,14,15,4,3,12,25,28,3
hsa-miR-6866-3p,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0
hsa-miR-6867-5p,0,2,11,9,11,0,0,6,2,0,0,0,0,4,1,7,6,1,0,1,0,0,2,18,8
hsa-miR-6867-3p,2,5,3,6,1,0,0,5,3,0,11,0,1,1,0,0,0,0,0,0,0,1,3,3,8
hsa-miR-6868-5p,0,0,10,8,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,6,0,5
hsa-miR-6868-3p,0,4,5,0,0,0,0,0,1,1,5,0,0,3,0,0,0,4,3,2,0,0,2,0,0
hsa-miR-6869-5p,10,11,22,41,11,0,0,1,7,2,69,0,4,0,1,6,16,3,7,7,12,17,15,38,15
hsa-miR-6869-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0
hsa-miR-6870-5p,8,6,265,14,17,2,1,4,6,1,25,0,5,0,0,2,5,3,6,0,0,16,11,160,9
hsa-miR-6870-3p,3,2,17,23,2,0,2,0,3,1,18,0,3,11,8,0,4,1,0,1,0,0,8,1,9
hsa-miR-6871-5p,0,3,45,9,4,1,0,0,0,2,2,0,1,0,0,0,0,2,1,1,3,1,3,0,0
hsa-miR-6871-3p,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6872-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-6872-3p,3,0,0,11,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,4,0
hsa-miR-6873-5p,7,15,0,16,3,3,0,0,0,1,9,0,1,0,0,0,2,3,0,4,1,4,8,12,7
hsa-miR-6873-3p,112,165,170,756,166,0,1,17,170,2,62,0,11,18,1,12,12,24,36,3,26,88,150,2000,133
hsa-miR-6874-5p,0,0,25,0,2,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,3,2,0,6
hsa-miR-6874-3p,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6875-5p,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
hsa-miR-6875-3p,21,35,9,20,11,0,0,5,5,1,3,0,9,0,1,2,5,7,0,0,4,6,5,1,0
hsa-miR-6876-5p,69,148,16,146,22,0,1,24,19,1,50,0,29,0,1,27,20,33,21,3,10,40,43,32,30
hsa-miR-6876-3p,3,2,2,4,0,0,0,1,0,0,0,0,2,4,0,2,7,6,0,1,0,0,0,0,0
hsa-miR-6877-5p,32,59,8,63,8,0,0,11,21,1,34,2,6,3,6,8,12,20,6,1,7,11,72,24,22
hsa-miR-6877-3p,3,2,40,7,11,0,0,0,0,0,0,0,3,18,0,2,3,1,10,0,2,0,2,5,0
hsa-miR-6878-5p,0,7,7,1,0,0,0,0,1,0,7,0,0,0,0,1,7,0,2,0,0,0,0,0,0
hsa-miR-6878-3p,7,10,8,2,3,0,1,1,5,0,0,0,0,1,0,1,0,0,5,0,3,0,4,1,0
hsa-miR-6879-5p,61,56,53,114,57,1,1,50,14,6,140,17,15,25,4,10,33,7,29,14,23,14,39,72,55
